sample_id,pred_x,pred_y,gt_x,gt_y,error_px,scale,score,matched,time_ms
44,801.0,401.0,800.5,400.5,0.707,0.1,0.8477,True,1293.08
45,320.0,601.0,320.5,600.5,0.707,0.09,0.785,True,1435.45
46,640.0,480.0,640.0,480.0,0.0,0.11,0.8345,True,1274.08
47,240.0,400.0,240.0,400.0,0.0,0.09,0.7376,True,1271.69
48,360.0,560.0,360.0,560.0,0.0,0.09,0.7969,True,2749.14
49,360.0,600.0,360.0,600.0,0.0,0.11,0.8867,True,3120.69
50,600.5,240.5,600.0,240.0,0.707,0.115,0.8256,True,3124.91
51,400.0,680.0,400.0,680.0,0.0,0.11,0.8257,True,3233.63
52,200.0,440.0,200.5,440.5,0.707,0.11,0.8146,True,2993.66
53,480.0,680.0,480.0,680.0,0.0,0.08,0.7646,True,3225.73
54,760.5,720.5,760.0,720.0,0.707,0.105,0.842,True,3003.56
55,440.5,440.5,440.5,440.5,0.0,0.085,0.7456,True,3155.45
56,800.5,400.5,800.5,400.5,0.0,0.095,0.813,True,2912.55
57,280.0,720.0,280.5,720.5,0.707,0.11,0.8172,True,2915.37
58,760.0,640.0,760.5,640.5,0.707,0.11,0.8041,True,3164.62
59,440.5,440.5,440.5,440.5,0.0,0.105,0.8088,True,3356.72
60,399.5,359.5,400.0,360.0,0.707,0.095,0.7878,True,3335.76
61,441.0,201.0,440.5,200.5,0.707,0.1,0.8544,True,3334.86
62,559.5,640.5,560.0,640.0,0.707,0.105,0.8361,True,2957.93
63,560.0,680.0,560.0,680.0,0.0,0.08,0.8409,True,3127.7
64,480.0,561.0,480.5,560.5,0.707,0.11,0.8505,True,2982.06
65,520.0,600.0,520.0,600.0,0.0,0.1,0.8802,True,3203.47
66,520.5,680.5,520.5,680.5,0.0,0.115,0.8984,True,3251.23
67,600.5,680.5,600.5,680.5,0.0,0.115,0.8604,True,3139.04
68,760.5,720.5,760.0,720.0,0.707,0.115,0.827,True,3040.61
69,400.0,320.0,400.0,320.0,0.0,0.08,0.7783,True,2908.42
70,330.0,690.0,360.5,560.5,133.043,0.1,0.8138,True,2807.26
71,320.5,680.5,320.0,680.0,0.707,0.085,0.7878,True,2802.36
72,690.0,250.0,800.0,680.0,443.847,0.1,0.744,True,2913.01
73,200.0,640.0,200.0,640.0,0.0,0.11,0.8964,True,2874.7
74,570.0,450.0,360.5,360.5,227.817,0.1,0.7504,True,2737.22
75,90.0,290.0,600.5,280.5,510.588,0.1,0.831,True,3005.89
76,200.5,600.5,200.0,600.0,0.707,0.085,0.7917,True,3229.98
77,360.0,440.0,360.0,440.0,0.0,0.1,0.8004,True,3374.66
78,440.0,520.0,440.0,520.0,0.0,0.1,0.8003,True,3035.26
79,400.0,680.0,400.5,680.5,0.707,0.11,0.8123,True,3142.94
80,410.0,410.0,400.5,760.5,350.629,0.1,0.7384,True,3248.7
81,240.5,799.5,240.0,800.0,0.707,0.115,0.853,True,3423.96
82,720.0,600.0,720.0,600.0,0.0,0.11,0.9166,True,3455.12
83,240.0,800.0,240.5,800.5,0.707,0.11,0.821,True,3406.07
84,320.0,640.0,320.5,640.5,0.707,0.11,0.8325,True,3354.92
85,680.0,361.0,680.5,360.5,0.707,0.09,0.7671,True,2860.49
86,760.0,200.0,760.0,200.0,0.0,0.11,0.8252,True,2160.32
87,280.5,240.5,280.5,240.5,0.0,0.095,0.8658,True,2142.82
88,360.5,400.5,360.5,400.5,0.0,0.105,0.8035,True,2261.3
89,520.5,560.5,520.0,560.0,0.707,0.115,0.8054,True,2221.31
90,720.5,360.5,720.0,360.0,0.707,0.105,0.8227,True,2128.49
91,200.5,560.5,200.5,560.5,0.0,0.095,0.7968,True,2069.92
92,440.5,600.5,440.5,600.5,0.0,0.115,0.8522,True,2085.38
93,760.5,760.5,760.0,760.0,0.707,0.115,0.8254,True,2182.68
94,240.5,400.5,240.5,400.5,0.0,0.085,0.8093,True,2127.55
95,320.5,440.5,320.5,440.5,0.0,0.085,0.7916,True,2115.99
96,890.0,610.0,240.5,480.5,662.284,0.1,0.7787,True,2189.5
97,800.5,440.5,800.0,440.0,0.707,0.115,0.8162,True,2154.42
98,361.0,601.0,360.5,600.5,0.707,0.12,0.8177,True,2311.54
99,640.0,160.0,640.0,160.0,0.0,0.1,0.8725,True,2125.66
100,159.5,519.5,160.0,520.0,0.707,0.105,0.8433,True,2136.9
101,361.0,281.0,360.5,280.5,0.707,0.1,0.8424,True,2205.7
102,520.0,360.0,520.0,360.0,0.0,0.12,0.8971,True,2082.4
103,520.0,360.0,520.0,360.0,0.0,0.1,0.8359,True,2182.61
104,560.5,400.5,560.5,400.5,0.0,0.105,0.8474,True,2140.63
105,440.0,760.0,440.5,760.5,0.707,0.08,0.7717,True,2160.9
106,520.0,681.0,520.5,680.5,0.707,0.11,0.8502,True,2117.25
107,760.5,440.5,760.5,440.5,0.0,0.095,0.7775,True,2236.19
108,200.0,720.0,200.0,720.0,0.0,0.1,0.7722,True,2127.07
109,480.0,520.0,480.0,520.0,0.0,0.1,0.8717,True,2190.33
110,240.5,320.5,240.5,320.5,0.0,0.085,0.8724,True,2295.57
111,600.5,559.5,600.0,560.0,0.707,0.095,0.7928,True,2163.32
112,520.0,321.0,520.5,320.5,0.707,0.11,0.8612,True,2215.12
113,200.0,280.0,200.5,280.5,0.707,0.11,0.8349,True,2152.31
114,570.0,490.0,640.0,640.0,165.529,0.1,0.7641,True,2115.81
115,360.5,200.5,360.5,200.5,0.0,0.085,0.8101,True,2184.82
116,520.0,600.0,520.0,600.0,0.0,0.11,0.8125,True,2120.77
117,320.0,760.0,320.0,760.0,0.0,0.12,0.8828,True,2194.16
118,240.5,280.5,240.5,280.5,0.0,0.115,0.8508,True,2053.09
119,280.5,480.5,280.0,480.0,0.707,0.095,0.7913,True,2100.75
120,641.0,681.0,640.5,680.5,0.707,0.1,0.8463,True,2088.16
121,520.0,680.0,520.0,680.0,0.0,0.12,0.8186,True,2299.84
122,560.0,200.0,560.0,200.0,0.0,0.1,0.8192,True,2160.7
123,480.5,600.5,480.5,600.5,0.0,0.115,0.8549,True,2135.28
124,560.5,600.5,560.0,600.0,0.707,0.085,0.7644,True,2116.52
125,480.0,560.0,480.5,560.5,0.707,0.11,0.8185,True,2146.77
126,330.0,570.0,200.0,720.0,198.494,0.1,0.7066,True,2162.25
127,360.0,400.0,360.0,400.0,0.0,0.09,0.7456,True,2123.48
128,240.5,720.5,240.5,720.5,0.0,0.095,0.7682,True,2164.41
129,560.5,720.5,560.5,720.5,0.0,0.105,0.8414,True,2120.21
130,680.5,400.5,680.5,400.5,0.0,0.115,0.8269,True,2170.37
131,801.0,600.0,800.5,600.5,0.707,0.11,0.8293,True,2124.18
132,680.0,440.0,680.0,440.0,0.0,0.1,0.8191,True,2143.08
133,200.0,240.0,200.0,240.0,0.0,0.1,0.8362,True,2114.85
134,600.0,200.0,600.0,200.0,0.0,0.1,0.8641,True,2155.53
135,610.0,770.0,320.5,800.5,291.102,0.1,0.7737,True,2191.71
136,521.0,601.0,520.5,600.5,0.707,0.09,0.7653,True,2243.73
137,720.0,800.0,720.0,800.0,0.0,0.09,0.7539,True,2109.72
138,490.0,610.0,480.0,320.0,290.172,0.1,0.8001,True,2104.64
139,720.5,360.5,720.5,360.5,0.0,0.105,0.8836,True,2141.55
140,680.5,360.5,680.5,360.5,0.0,0.115,0.8379,True,2175.03
141,279.5,240.5,280.0,240.0,0.707,0.115,0.8354,True,2172.22
142,200.5,200.5,200.5,200.5,0.0,0.095,0.8191,True,2096.15
143,479.5,600.5,480.0,600.0,0.707,0.095,0.7861,True,2164.82
144,760.0,400.0,760.0,400.0,0.0,0.09,0.8157,True,2130.91
145,690.0,210.0,800.5,840.5,640.11,0.1,0.7502,True,2156.24
146,320.5,600.5,320.0,600.0,0.707,0.105,0.8197,True,2209.8
147,681.0,321.0,680.5,320.5,0.707,0.12,0.8399,True,2100.08
148,280.5,360.5,280.0,360.0,0.707,0.085,0.7799,True,2078.89
149,479.5,559.5,480.0,560.0,0.707,0.095,0.8035,True,2469.31
150,890.0,570.0,200.5,760.5,715.332,0.1,0.7902,True,2646.83
151,520.5,720.5,520.5,720.5,0.0,0.105,0.8843,True,2092.06
152,810.0,530.0,800.5,280.5,249.681,0.1,0.7536,True,2073.62
153,800.0,720.0,800.0,720.0,0.0,0.12,0.8257,True,2085.87
154,400.5,560.5,400.5,560.5,0.0,0.115,0.8077,True,2102.2
155,520.0,800.0,520.5,800.5,0.707,0.11,0.8031,True,2094.42
156,280.0,560.0,280.0,560.0,0.0,0.1,0.7881,True,2082.88
157,560.0,560.0,560.0,560.0,0.0,0.11,0.8316,True,2096.38
158,600.0,480.0,600.0,480.0,0.0,0.12,0.8905,True,2136.2
159,721.0,600.0,720.5,600.5,0.707,0.09,0.7711,True,2403.56
160,520.0,240.0,520.0,240.0,0.0,0.1,0.854,True,2220.0
161,520.0,400.0,520.0,400.0,0.0,0.08,0.8196,True,2180.58
162,720.0,360.0,720.0,360.0,0.0,0.08,0.8066,True,2085.42
163,520.5,480.5,520.5,480.5,0.0,0.115,0.8833,True,2087.61
164,800.0,240.0,800.0,240.0,0.0,0.12,0.8939,True,2039.18
165,480.0,480.0,480.0,480.0,0.0,0.1,0.8516,True,2150.55
166,640.0,360.0,640.0,360.0,0.0,0.1,0.8061,True,2179.63
167,800.5,800.5,800.5,800.5,0.0,0.085,0.8512,True,2094.51
168,680.0,601.0,680.5,600.5,0.707,0.11,0.8491,True,2487.54
169,360.0,480.0,360.0,480.0,0.0,0.1,0.8713,True,2154.84
170,480.5,680.5,480.0,680.0,0.707,0.085,0.7983,True,2617.64
171,240.0,520.0,240.0,520.0,0.0,0.09,0.8229,True,2857.62
172,760.0,400.0,760.0,400.0,0.0,0.11,0.8996,True,2442.09
173,241.0,481.0,240.5,480.5,0.707,0.1,0.8596,True,2214.06
174,280.5,280.5,280.5,280.5,0.0,0.115,0.8956,True,2255.34
175,721.0,720.0,720.5,720.5,0.707,0.1,0.8285,True,2090.21
176,560.5,719.5,560.0,720.0,0.707,0.115,0.8346,True,2280.01
177,800.5,240.5,800.5,240.5,0.0,0.095,0.8615,True,2299.04
178,360.0,480.0,360.0,480.0,0.0,0.11,0.8172,True,2068.38
179,680.5,359.5,680.0,360.0,0.707,0.105,0.8065,True,2073.74
180,280.0,320.0,280.0,320.0,0.0,0.1,0.8816,True,2045.1
181,760.0,560.0,760.0,560.0,0.0,0.11,0.8251,True,2071.07
182,650.0,450.0,240.5,200.5,479.521,0.1,0.7272,True,2090.64
183,360.0,561.0,360.5,560.5,0.707,0.09,0.8121,True,2445.7
184,801.0,601.0,800.5,600.5,0.707,0.1,0.8553,True,2107.9
185,280.0,640.0,280.0,640.0,0.0,0.11,0.8469,True,2052.46
186,601.0,801.0,600.5,800.5,0.707,0.11,0.8455,True,2073.09
187,490.0,570.0,800.0,720.0,344.384,0.1,0.8033,True,2070.24
188,319.5,240.5,320.0,240.0,0.707,0.115,0.8668,True,2110.88
189,240.0,360.0,240.0,360.0,0.0,0.12,0.7987,True,2109.5
190,690.0,450.0,560.5,760.5,336.423,0.1,0.8,True,2097.98
191,800.5,280.5,800.0,280.0,0.707,0.085,0.8002,True,2156.11
192,680.5,679.5,680.0,680.0,0.707,0.105,0.8414,True,2118.44
193,280.5,240.5,280.0,240.0,0.707,0.085,0.7755,True,2187.69
194,760.0,320.0,760.0,320.0,0.0,0.11,0.8347,True,2109.91
195,200.0,720.0,200.0,720.0,0.0,0.09,0.8606,True,2091.11
196,760.0,761.0,760.5,760.5,0.707,0.11,0.8291,True,2076.18
197,440.5,360.5,440.5,360.5,0.0,0.115,0.8366,True,2092.93
198,560.0,200.0,560.0,200.0,0.0,0.09,0.7715,True,2158.95
199,760.0,800.0,760.0,800.0,0.0,0.09,0.8111,True,2075.44
200,200.0,320.0,200.0,320.0,0.0,0.1,0.8502,True,2084.19
201,440.0,400.0,440.0,400.0,0.0,0.09,0.7247,True,2041.22
202,520.0,400.0,520.0,400.0,0.0,0.11,0.817,True,2191.37
203,680.0,440.0,680.0,440.0,0.0,0.09,0.7513,True,2197.29
204,680.0,680.0,680.0,680.0,0.0,0.09,0.8329,True,2131.09
205,200.0,640.0,200.0,640.0,0.0,0.12,0.8219,True,2201.01
206,440.0,520.0,440.0,520.0,0.0,0.1,0.8441,True,2181.16
207,600.5,400.5,600.0,400.0,0.707,0.115,0.8406,True,2233.83
208,800.0,400.0,800.0,400.0,0.0,0.09,0.8151,True,2194.46
209,280.5,280.5,280.5,280.5,0.0,0.095,0.8746,True,2143.67
210,439.5,279.5,440.0,280.0,0.707,0.095,0.7967,True,2282.65
211,761.0,440.0,760.5,440.5,0.707,0.08,0.7714,True,2312.66
212,240.5,479.5,240.0,480.0,0.707,0.115,0.8251,True,2247.21
213,400.0,400.0,400.0,400.0,0.0,0.1,0.8029,True,2284.1
214,599.5,320.5,600.0,320.0,0.707,0.115,0.8503,True,2582.58
215,360.0,200.0,360.0,200.0,0.0,0.08,0.7524,True,2250.62
216,320.0,800.0,320.5,800.5,0.707,0.11,0.8329,True,2380.63
217,200.5,560.5,200.0,560.0,0.707,0.085,0.7899,True,2187.39
218,320.5,200.5,320.0,200.0,0.707,0.085,0.7895,True,2224.51
219,680.0,440.0,680.0,440.0,0.0,0.08,0.7409,True,2211.1
220,280.0,720.0,280.0,720.0,0.0,0.1,0.903,True,2175.64
221,250.0,330.0,240.5,200.5,129.848,0.1,0.7747,True,2293.1
222,450.0,210.0,560.5,760.5,561.481,0.1,0.7983,True,2988.73
223,400.0,400.0,400.0,400.0,0.0,0.09,0.8052,True,2324.75
224,799.5,360.5,800.0,360.0,0.707,0.115,0.8533,True,2599.68
225,281.0,401.0,280.5,400.5,0.707,0.1,0.8654,True,2987.39
226,599.5,560.5,600.0,560.0,0.707,0.095,0.7808,True,2558.11
227,200.0,560.0,200.0,560.0,0.0,0.12,0.8233,True,2345.29
228,720.5,200.5,720.5,200.5,0.0,0.085,0.8538,True,3052.7
229,160.0,680.0,160.0,680.0,0.0,0.09,0.8424,True,2489.43
230,360.5,280.5,360.5,280.5,0.0,0.085,0.7655,True,2869.13
231,280.0,360.0,280.0,360.0,0.0,0.1,0.7953,True,2101.42
232,161.0,401.0,160.5,400.5,0.707,0.1,0.8237,True,2520.77
233,720.5,560.5,720.5,560.5,0.0,0.095,0.8582,True,2270.3
234,800.0,561.0,800.5,560.5,0.707,0.1,0.8409,True,2087.62
235,801.0,681.0,800.5,680.5,0.707,0.09,0.7824,True,2466.9
236,600.0,640.0,600.0,640.0,0.0,0.12,0.8173,True,2409.28
237,640.5,640.5,640.5,640.5,0.0,0.105,0.8828,True,2130.18
238,560.0,360.0,560.0,360.0,0.0,0.1,0.8243,True,2122.05
239,240.0,400.0,240.5,400.5,0.707,0.09,0.7772,True,2117.71
240,639.5,360.5,640.0,360.0,0.707,0.095,0.8212,True,2245.56
241,520.0,720.0,520.0,720.0,0.0,0.12,0.8839,True,2096.89
242,240.5,640.5,240.5,640.5,0.0,0.095,0.8741,True,2156.14
243,760.0,440.0,760.5,440.5,0.707,0.11,0.8216,True,2314.73
244,720.0,600.0,720.0,600.0,0.0,0.08,0.7855,True,2179.79
245,600.5,400.5,600.5,400.5,0.0,0.105,0.8063,True,2077.0
246,320.0,400.0,320.0,400.0,0.0,0.09,0.7466,True,2387.4
247,320.5,560.5,320.0,560.0,0.707,0.115,0.8436,True,2068.57
248,240.5,440.5,240.5,440.5,0.0,0.095,0.8059,True,2067.77
249,600.5,400.5,600.5,400.5,0.0,0.115,0.8188,True,2051.99
250,200.5,360.5,200.5,360.5,0.0,0.095,0.8703,True,2055.18
251,641.0,600.0,640.5,600.5,0.707,0.09,0.7511,True,2057.03
252,600.0,640.0,600.0,640.0,0.0,0.11,0.8329,True,2046.57
253,199.5,520.5,200.0,520.0,0.707,0.115,0.8576,True,2048.82
254,640.0,720.0,640.0,720.0,0.0,0.09,0.7301,True,2073.76
255,680.5,800.5,680.5,800.5,0.0,0.085,0.9011,True,2090.28
256,520.5,480.5,520.5,480.5,0.0,0.095,0.8266,True,2669.76
257,640.0,640.0,640.0,640.0,0.0,0.11,0.8333,True,2167.32
258,320.0,640.0,320.0,640.0,0.0,0.11,0.8954,True,2185.34
259,440.0,280.0,440.5,280.5,0.707,0.11,0.808,True,2137.04
260,279.5,600.5,280.0,600.0,0.707,0.095,0.779,True,2043.49
261,639.5,319.5,640.0,320.0,0.707,0.095,0.7892,True,2054.74
262,760.5,600.5,760.5,600.5,0.0,0.105,0.9042,True,2078.58
263,360.0,760.0,360.5,760.5,0.707,0.11,0.8355,True,2042.58
264,410.0,530.0,600.0,480.0,196.469,0.1,0.7793,True,2065.33
265,560.5,560.5,560.5,560.5,0.0,0.095,0.7712,True,2402.9
266,481.0,601.0,480.5,600.5,0.707,0.12,0.8546,True,2089.34
267,359.5,239.5,360.0,240.0,0.707,0.095,0.7841,True,2140.77
268,520.0,320.0,520.0,320.0,0.0,0.1,0.8038,True,2106.37
269,760.5,640.5,760.5,640.5,0.0,0.085,0.8342,True,2106.73
270,600.5,720.5,600.0,720.0,0.707,0.085,0.7839,True,2099.8
271,200.5,560.5,200.0,560.0,0.707,0.115,0.8273,True,2359.03
272,680.0,600.0,680.5,600.5,0.707,0.09,0.7766,True,2133.21
273,721.0,321.0,720.5,320.5,0.707,0.1,0.8509,True,2091.96
274,800.0,600.0,800.0,600.0,0.0,0.09,0.8016,True,2051.65
275,200.5,439.5,200.0,440.0,0.707,0.115,0.8347,True,2150.29
276,280.0,200.0,280.0,200.0,0.0,0.1,0.8701,True,2153.5
277,520.5,360.5,520.5,360.5,0.0,0.095,0.8162,True,2194.93
278,560.0,480.0,560.0,480.0,0.0,0.08,0.7651,True,2581.69
279,520.0,320.0,520.0,320.0,0.0,0.12,0.89,True,2454.34
280,600.5,679.5,600.0,680.0,0.707,0.095,0.7898,True,2786.92
281,280.5,680.5,280.5,680.5,0.0,0.115,0.839,True,2510.97
282,320.5,280.5,320.5,280.5,0.0,0.085,0.8414,True,2366.39
283,760.0,480.0,760.0,480.0,0.0,0.09,0.8367,True,2397.9
284,560.0,280.0,560.0,280.0,0.0,0.09,0.8173,True,2384.66
285,640.0,760.0,640.0,760.0,0.0,0.11,0.8014,True,2282.67
286,520.0,440.0,520.5,440.5,0.707,0.11,0.812,True,2254.68
287,240.5,799.5,240.0,800.0,0.707,0.105,0.8165,True,2113.71
288,241.0,401.0,240.5,400.5,0.707,0.1,0.8342,True,2056.14
289,760.0,520.0,760.0,520.0,0.0,0.12,0.8921,True,2082.93
290,720.0,840.0,720.0,840.0,0.0,0.08,0.7629,True,2076.34
291,690.0,570.0,400.0,800.0,370.135,0.1,0.7819,True,2096.29
292,400.5,760.5,400.5,760.5,0.0,0.105,0.8831,True,2051.43
293,520.0,440.0,520.0,440.0,0.0,0.09,0.7347,True,2041.7
294,600.5,719.5,600.0,720.0,0.707,0.105,0.8199,True,2190.18
295,320.5,520.5,320.0,520.0,0.707,0.115,0.8252,True,2050.84
296,640.5,680.5,640.5,680.5,0.0,0.085,0.7461,True,2026.14
297,480.5,840.5,480.5,840.5,0.0,0.105,0.8147,True,2030.54
298,810.0,690.0,400.5,760.5,415.524,0.1,0.7728,True,2131.29
299,600.0,560.0,600.0,560.0,0.0,0.1,0.788,True,2046.99
300,240.0,680.0,240.0,680.0,0.0,0.1,0.8344,True,2049.55
301,280.5,680.5,280.5,680.5,0.0,0.115,0.9023,True,2088.21
302,330.0,610.0,800.5,280.5,574.404,0.1,0.7542,True,2030.7
303,720.5,720.5,720.5,720.5,0.0,0.085,0.7721,True,2057.45
304,760.5,400.5,760.5,400.5,0.0,0.115,0.8407,True,2056.39
305,560.5,240.5,560.5,240.5,0.0,0.115,0.8236,True,2055.52
306,800.5,200.5,800.5,200.5,0.0,0.085,0.7386,True,2031.28
307,650.0,490.0,200.5,280.5,495.924,0.1,0.8113,True,2041.33
308,760.0,560.0,760.0,560.0,0.0,0.08,0.7831,True,2047.99
309,160.0,560.0,160.0,560.0,0.0,0.11,0.8139,True,2041.58
310,800.5,280.5,800.0,280.0,0.707,0.085,0.7962,True,2352.72
311,240.0,600.0,240.0,600.0,0.0,0.09,0.8459,True,2044.3
312,760.0,400.0,760.0,400.0,0.0,0.11,0.8647,True,2038.78
313,239.5,639.5,240.0,640.0,0.707,0.095,0.8177,True,2050.39
314,680.0,160.0,680.0,160.0,0.0,0.08,0.835,True,2043.8
315,320.5,479.5,320.0,480.0,0.707,0.085,0.7924,True,2057.1
316,320.5,240.5,320.5,240.5,0.0,0.105,0.8182,True,2039.21
317,810.0,730.0,320.5,640.5,497.615,0.1,0.768,True,2137.55
318,440.0,440.0,440.0,440.0,0.0,0.11,0.8278,True,2039.32
319,720.5,240.5,720.5,240.5,0.0,0.105,0.8518,True,2051.64
320,240.0,800.0,240.5,800.5,0.707,0.11,0.8191,True,2044.8
321,200.5,280.5,200.0,280.0,0.707,0.085,0.7921,True,2075.38
322,481.0,801.0,480.5,800.5,0.707,0.1,0.8566,True,2025.11
323,240.0,760.0,240.0,760.0,0.0,0.09,0.7689,True,2052.32
324,800.5,800.5,800.5,800.5,0.0,0.115,0.8476,True,2030.54
325,440.0,281.0,440.5,280.5,0.707,0.11,0.824,True,2067.75
326,799.5,199.5,800.0,200.0,0.707,0.095,0.7964,True,2060.87
327,240.5,280.5,240.0,280.0,0.707,0.115,0.8262,True,2052.36
328,760.0,760.0,760.0,760.0,0.0,0.1,0.8834,True,2054.84
329,320.5,200.5,320.5,200.5,0.0,0.085,0.7672,True,2055.96
330,521.0,641.0,520.5,640.5,0.707,0.12,0.8133,True,2115.46
331,720.5,240.5,720.0,240.0,0.707,0.095,0.7829,True,2082.35
332,440.0,360.0,440.5,360.5,0.707,0.11,0.8189,True,2121.11
333,681.0,400.0,680.5,400.5,0.707,0.11,0.8211,True,2057.89
334,240.5,480.5,240.5,480.5,0.0,0.115,0.8944,True,2114.63
335,399.5,679.5,400.0,680.0,0.707,0.095,0.7946,True,2081.55
336,720.0,480.0,720.0,480.0,0.0,0.1,0.8329,True,2037.47
337,599.5,719.5,600.0,720.0,0.707,0.105,0.8395,True,2080.14
338,680.5,640.5,680.5,640.5,0.0,0.085,0.8428,True,2065.36
339,681.0,441.0,680.5,440.5,0.707,0.09,0.7703,True,2088.99
340,201.0,841.0,200.5,840.5,0.707,0.1,0.8465,True,2050.66
341,719.5,600.5,720.0,600.0,0.707,0.095,0.7978,True,2033.59
342,370.0,170.0,240.5,800.5,643.662,0.1,0.7632,True,2051.39
343,760.0,720.0,760.0,720.0,0.0,0.1,0.804,True,2050.21
344,800.0,600.0,800.0,600.0,0.0,0.1,0.813,True,2044.37
345,640.0,600.0,640.0,600.0,0.0,0.1,0.879,True,2222.82
346,720.0,360.0,720.5,360.5,0.707,0.09,0.7662,True,2184.17
347,810.0,410.0,320.5,840.5,651.875,0.1,0.7949,True,2108.76
348,760.0,240.0,760.0,240.0,0.0,0.09,0.837,True,2166.66
349,560.5,560.5,560.0,560.0,0.707,0.115,0.8317,True,2127.48
350,360.0,280.0,360.5,280.5,0.707,0.11,0.8443,True,2365.08
351,519.5,719.5,520.0,720.0,0.707,0.095,0.8131,True,2223.14
352,280.5,280.5,280.5,280.5,0.0,0.105,0.8828,True,2346.35
353,240.5,560.5,240.5,560.5,0.0,0.085,0.7646,True,2493.39
354,320.5,200.5,320.5,200.5,0.0,0.115,0.9083,True,2508.68
355,450.0,570.0,200.0,440.0,281.78,0.1,0.7916,True,2196.88
356,640.0,560.0,640.0,560.0,0.0,0.09,0.8002,True,2039.11
357,800.5,560.5,800.5,560.5,0.0,0.085,0.8637,True,2028.14
358,480.5,760.5,480.5,760.5,0.0,0.115,0.8374,True,2063.62
359,201.0,521.0,200.5,520.5,0.707,0.1,0.8028,True,2176.04
360,560.0,320.0,560.0,320.0,0.0,0.12,0.8795,True,2069.91
361,280.0,520.0,280.0,520.0,0.0,0.09,0.7959,True,2066.54
362,440.5,400.5,440.5,400.5,0.0,0.105,0.8202,True,2054.59
363,360.5,320.5,360.5,320.5,0.0,0.085,0.7544,True,2137.16
364,640.5,520.5,640.5,520.5,0.0,0.105,0.8267,True,2052.85
365,280.5,480.5,280.5,480.5,0.0,0.085,0.8688,True,2053.85
366,320.5,200.5,320.0,200.0,0.707,0.115,0.8364,True,2059.45
