sample_id,pred_x,pred_y,gt_x,gt_y,error_px,scale,score,matched,time_ms
26,527.5,292.5,527.5,292.5,0.0,0.115,0.9493,True,2927.16
27,648.5,369.5,648.5,369.5,0.0,0.095,0.9065,True,3043.3
28,306.5,307.5,306.5,307.5,0.0,0.085,0.8671,True,2836.76
29,280.5,731.5,280.5,731.5,0.0,0.115,0.9478,True,2674.95
30,371.0,405.0,371.0,405.0,0.0,0.08,0.9403,True,3071.93
31,461.5,589.5,461.5,589.5,0.0,0.095,0.8942,True,3029.98
32,410.0,362.0,410.0,362.0,0.0,0.08,0.9389,True,3100.18
33,561.0,423.0,561.0,423.0,0.0,0.08,0.8904,True,3041.92
34,244.0,299.0,244.5,299.5,0.707,0.11,0.9061,True,2863.14
35,191.0,588.0,190.5,587.5,0.707,0.1,0.8912,True,2798.44
36,561.5,337.5,561.5,337.5,0.0,0.105,0.9033,True,3024.52
37,294.5,676.5,294.0,677.0,0.707,0.105,0.898,True,3061.81
38,348.0,449.0,348.0,449.0,0.0,0.1,0.8907,True,3094.61
39,435.0,637.0,435.0,637.0,0.0,0.1,0.8823,True,3017.99
40,687.0,466.0,687.0,466.0,0.0,0.1,0.8928,True,3187.75
41,263.0,435.0,263.0,435.0,0.0,0.11,0.9505,True,3331.13
42,304.5,241.5,304.5,241.5,0.0,0.115,0.9535,True,3349.27
43,388.5,753.5,389.0,754.0,0.707,0.105,0.9216,True,3470.71
44,286.0,579.0,286.5,579.5,0.707,0.1,0.8879,True,3062.22
45,776.5,373.5,776.5,373.5,0.0,0.105,0.9378,True,3242.24
46,761.5,469.5,761.5,469.5,0.0,0.105,0.8956,True,2907.76
47,527.5,252.5,527.5,252.5,0.0,0.105,0.9303,True,3102.43
48,487.5,314.5,487.0,315.0,0.707,0.105,0.9148,True,2825.86
49,190.0,753.0,189.5,753.5,0.707,0.11,0.93,True,2862.85
50,235.0,393.0,235.0,393.0,0.0,0.1,0.9191,True,3288.86
51,266.0,529.0,266.5,529.5,0.707,0.09,0.9101,True,3285.9
52,674.5,673.5,674.0,673.0,0.707,0.095,0.8955,True,3423.99
53,716.5,633.5,716.5,633.5,0.0,0.115,0.9515,True,3314.15
54,306.0,229.0,306.0,229.0,0.0,0.12,0.9286,True,3407.29
55,659.0,443.0,659.0,443.0,0.0,0.11,0.8929,True,3024.45
56,604.0,204.0,604.0,204.0,0.0,0.11,0.9172,True,3276.33
57,370.5,373.5,370.5,373.5,0.0,0.095,0.8767,True,3224.13
58,600.0,627.0,600.5,626.5,0.707,0.11,0.9095,True,3041.13
59,472.0,445.0,471.5,445.5,0.707,0.12,0.9169,True,3128.73
60,300.5,484.5,301.0,485.0,0.707,0.085,0.8986,True,3145.95
61,246.0,198.0,246.0,198.0,0.0,0.09,0.9288,True,3120.38
62,410.5,809.5,411.0,810.0,0.707,0.095,0.9147,True,3144.83
63,201.0,372.0,200.5,372.5,0.707,0.1,0.8818,True,3243.95
64,216.0,813.0,216.0,813.0,0.0,0.08,0.8781,True,3272.46
65,733.0,703.0,733.5,703.5,0.707,0.08,0.8931,True,2913.08
66,549.5,336.5,549.5,336.5,0.0,0.105,0.9543,True,2684.41
67,466.5,541.5,466.5,541.5,0.0,0.115,0.9224,True,2760.73
68,745.0,629.0,745.5,628.5,0.707,0.11,0.9094,True,2902.95
69,272.0,652.0,272.0,652.0,0.0,0.08,0.9017,True,2763.35
70,194.5,287.5,195.0,288.0,0.707,0.085,0.8864,True,2677.1
71,292.0,476.0,292.0,476.0,0.0,0.09,0.9303,True,2690.55
72,184.5,274.5,184.5,274.5,0.0,0.085,0.8834,True,2981.16
73,209.5,620.5,209.5,620.5,0.0,0.105,0.8957,True,2779.72
74,402.5,493.5,402.5,493.5,0.0,0.095,0.8642,True,2524.42
75,437.0,204.0,437.0,204.0,0.0,0.12,0.9086,True,2522.6
76,819.5,641.5,819.5,641.5,0.0,0.095,0.8951,True,2693.33
77,550.0,819.0,550.0,819.0,0.0,0.12,0.9213,True,2721.19
78,737.0,604.0,737.5,603.5,0.707,0.08,0.9062,True,1431.16
79,818.0,556.0,818.5,556.5,0.707,0.11,0.9176,True,1398.15
80,445.0,508.0,444.5,507.5,0.707,0.1,0.92,True,1366.61
81,647.5,790.5,648.0,790.0,0.707,0.105,0.8918,True,1519.05
82,232.5,804.5,232.5,804.5,0.0,0.105,0.9058,True,1463.63
83,395.0,664.0,395.0,664.0,0.0,0.09,0.9385,True,1378.24
84,823.5,500.5,823.5,500.5,0.0,0.105,0.9113,True,1339.48
85,514.5,808.5,514.5,808.5,0.0,0.095,0.9103,True,1435.22
86,712.0,789.0,712.0,789.0,0.0,0.09,0.8829,True,1357.14
87,402.0,761.0,402.0,761.0,0.0,0.09,0.9069,True,2030.15
88,488.0,771.0,488.0,771.0,0.0,0.1,0.9551,True,1490.88
89,365.0,454.0,365.0,454.0,0.0,0.11,0.952,True,1409.73
90,709.0,282.0,709.5,282.5,0.707,0.08,0.8972,True,1454.8
91,457.5,363.5,457.5,363.5,0.0,0.095,0.9149,True,1366.83
92,367.0,322.0,367.5,322.5,0.707,0.09,0.902,True,1388.03
93,751.0,347.0,751.0,347.0,0.0,0.09,0.8859,True,1967.32
94,639.0,279.0,638.5,278.5,0.707,0.12,0.9041,True,1438.23
95,512.0,282.0,512.5,281.5,0.707,0.08,0.8929,True,1497.61
96,477.5,783.5,477.5,783.5,0.0,0.095,0.9239,True,1357.85
97,786.0,219.0,786.5,218.5,0.707,0.1,0.9257,True,1528.15
98,462.5,463.5,463.0,464.0,0.707,0.115,0.9162,True,1355.06
99,257.5,370.5,257.5,370.5,0.0,0.105,0.91,True,1782.52
100,706.0,735.0,706.0,735.0,0.0,0.1,0.923,True,1423.11
101,327.0,771.0,327.0,771.0,0.0,0.1,0.9412,True,1437.33
102,625.5,345.5,625.5,345.5,0.0,0.095,0.9465,True,1873.67
103,581.5,505.5,581.5,505.5,0.0,0.095,0.8715,True,2791.74
104,708.5,618.5,708.0,619.0,0.707,0.115,0.9105,True,2887.42
105,314.5,302.5,314.5,302.5,0.0,0.105,0.8979,True,2823.6
106,248.5,192.5,248.5,192.5,0.0,0.105,0.901,True,3004.6
107,622.0,383.0,622.5,382.5,0.707,0.09,0.9022,True,2644.1
108,529.5,257.5,530.0,258.0,0.707,0.115,0.9082,True,2856.78
109,505.0,363.0,505.0,363.0,0.0,0.12,0.943,True,2579.94
110,230.5,559.5,230.0,559.0,0.707,0.095,0.8972,True,2728.23
111,660.5,416.5,660.5,416.5,0.0,0.085,0.941,True,2585.4
112,605.5,368.5,605.5,368.5,0.0,0.095,0.933,True,1576.58
113,324.0,359.0,324.5,358.5,0.707,0.1,0.8904,True,1501.41
114,262.0,673.0,262.0,673.0,0.0,0.12,0.903,True,1455.07
115,735.0,644.0,735.0,644.0,0.0,0.08,0.8947,True,1507.38
116,459.0,726.0,459.5,726.5,0.707,0.12,0.9037,True,1686.41
117,406.0,697.0,406.0,697.0,0.0,0.1,0.9503,True,3070.96
118,633.0,213.0,633.0,213.0,0.0,0.12,0.9037,True,3385.09
119,730.0,793.0,730.5,792.5,0.707,0.12,0.9101,True,3114.75
120,581.5,420.5,582.0,421.0,0.707,0.095,0.8967,True,2716.85
121,256.0,348.0,256.0,348.0,0.0,0.12,0.9169,True,2750.19
122,595.5,613.5,595.5,613.5,0.0,0.085,0.9112,True,2935.76
123,539.0,664.0,539.0,664.0,0.0,0.09,0.9447,True,2996.19
124,231.5,521.5,232.0,521.0,0.707,0.085,0.8842,True,2086.04
125,231.5,441.5,232.0,442.0,0.707,0.095,0.9263,True,1419.25
126,542.5,732.5,543.0,733.0,0.707,0.115,0.9214,True,1373.46
127,591.5,238.5,591.5,238.5,0.0,0.105,0.9348,True,1426.36
128,790.5,748.5,790.5,748.5,0.0,0.095,0.8989,True,1537.14
129,315.0,455.0,315.0,455.0,0.0,0.09,0.9404,True,1435.57
130,824.5,247.5,825.0,247.0,0.707,0.115,0.9099,True,1442.11
131,778.5,822.5,779.0,823.0,0.707,0.095,0.9174,True,1377.63
132,487.5,391.5,487.5,391.5,0.0,0.085,0.9112,True,1462.7
133,237.5,237.5,238.0,237.0,0.707,0.085,0.9083,True,1355.07
134,772.0,394.0,772.5,394.5,0.707,0.11,0.9242,True,1400.31
135,208.5,319.5,209.0,319.0,0.707,0.115,0.917,True,1409.61
136,171.5,364.5,171.5,364.5,0.0,0.085,0.8981,True,1407.2
137,177.0,516.0,177.0,516.0,0.0,0.09,0.9197,True,1374.53
138,531.5,231.5,531.5,231.5,0.0,0.085,0.8695,True,1377.7
139,202.5,551.5,203.0,552.0,0.707,0.115,0.8913,True,1410.82
140,223.0,676.0,223.0,676.0,0.0,0.09,0.9165,True,1389.26
141,750.5,477.5,751.0,477.0,0.707,0.105,0.8858,True,1340.84
142,199.0,245.0,199.5,245.5,0.707,0.08,0.8979,True,1398.99
143,286.5,239.5,286.5,239.5,0.0,0.085,0.9091,True,1358.8
144,561.5,680.5,561.5,680.5,0.0,0.085,0.914,True,1402.16
145,785.5,756.5,785.5,756.5,0.0,0.105,0.9477,True,1403.75
146,499.5,623.5,499.5,623.5,0.0,0.105,0.9012,True,1368.7
147,318.5,468.5,318.5,468.5,0.0,0.085,0.9287,True,1361.13
148,480.5,347.5,481.0,348.0,0.707,0.105,0.917,True,1397.17
149,197.5,788.5,198.0,789.0,0.707,0.095,0.9183,True,1419.59
150,753.5,423.5,753.0,424.0,0.707,0.095,0.9009,True,1379.18
151,503.0,332.0,503.5,332.5,0.707,0.1,0.9003,True,1407.72
152,225.0,406.0,225.0,406.0,0.0,0.08,0.8964,True,1400.3
153,269.0,520.0,269.5,520.5,0.707,0.08,0.8942,True,1395.45
154,441.5,634.5,441.5,634.5,0.0,0.115,0.9357,True,1412.93
155,604.0,531.0,604.0,531.0,0.0,0.11,0.9065,True,1397.65
156,404.0,438.0,404.5,437.5,0.707,0.1,0.8932,True,1409.17
157,255.0,187.0,255.0,187.0,0.0,0.09,0.9185,True,1390.82
158,498.5,257.5,498.5,257.5,0.0,0.085,0.8924,True,1396.82
159,201.5,173.5,202.0,174.0,0.707,0.105,0.9088,True,1345.68
160,387.5,325.5,387.0,326.0,0.707,0.095,0.9174,True,1418.54
161,524.5,230.5,525.0,230.0,0.707,0.095,0.8848,True,1417.34
162,273.5,249.5,273.0,250.0,0.707,0.095,0.9086,True,1352.17
163,260.0,446.0,260.0,446.0,0.0,0.11,0.9011,True,1410.75
164,639.5,667.5,639.5,667.5,0.0,0.115,0.9233,True,1391.49
165,779.5,332.5,779.5,332.5,0.0,0.115,0.9474,True,1460.59
166,788.0,660.0,788.5,660.5,0.707,0.11,0.9132,True,1386.76
167,408.0,711.0,408.0,711.0,0.0,0.09,0.8863,True,1518.97
168,674.0,809.0,674.5,809.5,0.707,0.1,0.8971,True,1482.74
169,553.0,697.0,553.0,697.0,0.0,0.11,0.8998,True,1449.11
170,480.5,610.5,480.5,610.5,0.0,0.105,0.9211,True,1478.62
171,315.5,762.5,316.0,763.0,0.707,0.095,0.8895,True,1360.86
172,693.0,242.0,693.5,241.5,0.707,0.11,0.9183,True,1422.1
173,173.5,829.5,173.5,829.5,0.0,0.115,0.9263,True,1418.26
174,796.5,628.5,796.5,628.5,0.0,0.095,0.9476,True,1363.78
175,806.5,428.5,806.5,428.5,0.0,0.095,0.8761,True,1410.66
176,700.0,440.0,699.5,440.5,0.707,0.11,0.9184,True,1411.21
177,763.5,730.5,763.5,730.5,0.0,0.105,0.9093,True,1362.01
178,500.0,668.0,500.0,668.0,0.0,0.11,0.895,True,1390.44
179,489.0,594.0,489.0,594.0,0.0,0.1,0.9477,True,1406.14
180,612.5,718.5,612.0,719.0,0.707,0.105,0.9013,True,1416.61
181,280.0,823.0,279.5,822.5,0.707,0.1,0.9005,True,1398.62
182,647.0,637.0,647.0,637.0,0.0,0.09,0.8932,True,1353.19
183,666.5,659.5,666.5,659.5,0.0,0.105,0.9082,True,1377.39
184,522.5,793.5,522.5,793.5,0.0,0.115,0.9237,True,1399.89
185,515.5,218.5,516.0,219.0,0.707,0.095,0.8687,True,1428.7
186,203.0,662.0,203.0,662.0,0.0,0.1,0.8848,True,1385.44
187,599.5,816.5,599.5,816.5,0.0,0.085,0.9363,True,1358.93
188,269.0,660.0,268.5,659.5,0.707,0.09,0.8896,True,1480.1
189,379.0,457.0,379.0,457.0,0.0,0.12,0.902,True,1526.75
190,295.0,551.0,295.0,551.0,0.0,0.11,0.9019,True,1432.74
191,499.5,491.5,499.5,491.5,0.0,0.085,0.8808,True,1326.86
192,548.0,276.0,548.0,276.0,0.0,0.08,0.9362,True,1379.15
193,492.0,341.0,492.0,341.0,0.0,0.09,0.8715,True,1412.51
194,677.0,529.0,677.5,529.5,0.707,0.12,0.9088,True,1400.62
195,299.0,632.0,299.0,632.0,0.0,0.09,0.9408,True,1381.29
196,803.5,418.5,803.5,418.5,0.0,0.085,0.8707,True,1395.7
197,371.0,451.0,371.5,451.5,0.707,0.1,0.9211,True,1388.92
198,371.0,430.0,371.0,430.0,0.0,0.1,0.929,True,1437.83
199,229.5,775.5,229.5,775.5,0.0,0.115,0.9488,True,1393.2
200,704.0,283.0,704.0,283.0,0.0,0.11,0.959,True,1354.56
201,754.5,235.5,754.5,235.5,0.0,0.095,0.8976,True,1349.27
202,554.5,515.5,555.0,515.0,0.707,0.095,0.8842,True,1451.37
203,510.0,495.0,509.5,495.5,0.707,0.11,0.9192,True,1413.64
204,687.5,427.5,687.5,427.5,0.0,0.095,0.9001,True,1363.77
205,362.5,547.5,362.5,547.5,0.0,0.095,0.893,True,1394.66
206,293.0,709.0,293.0,709.0,0.0,0.09,0.9013,True,1399.33
207,302.5,625.5,302.5,625.5,0.0,0.105,0.9081,True,1315.14
208,788.5,682.5,789.0,682.0,0.707,0.105,0.914,True,1416.77
209,558.5,494.5,558.5,494.5,0.0,0.115,0.9133,True,1378.47
210,410.0,771.0,410.5,770.5,0.707,0.12,0.9065,True,1336.71
211,467.5,547.5,467.5,547.5,0.0,0.115,0.9398,True,1427.02
212,815.5,340.5,816.0,341.0,0.707,0.085,0.9009,True,1355.91
213,791.0,711.0,791.0,711.0,0.0,0.11,0.907,True,1440.23
214,693.0,281.0,693.0,281.0,0.0,0.12,0.9219,True,1383.26
215,545.5,799.5,545.5,799.5,0.0,0.085,0.8972,True,1377.94
216,713.0,321.0,712.5,321.5,0.707,0.09,0.8929,True,1397.3
217,331.0,647.0,331.0,647.0,0.0,0.09,0.9408,True,1403.04
218,661.5,291.5,661.5,291.5,0.0,0.085,0.8646,True,1481.79
219,672.0,246.0,672.0,246.0,0.0,0.11,0.9185,True,1299.79
220,732.0,276.0,732.0,276.0,0.0,0.09,0.8761,True,1398.41
221,305.5,584.5,305.5,584.5,0.0,0.095,0.9294,True,1443.09
222,671.0,762.0,671.0,762.0,0.0,0.09,0.9301,True,1450.89
223,389.0,207.0,389.0,207.0,0.0,0.08,0.921,True,1405.41
224,737.5,653.5,737.5,653.5,0.0,0.085,0.8935,True,1362.19
225,721.5,320.5,721.5,320.5,0.0,0.085,0.9087,True,1421.58
226,207.0,279.0,207.0,279.0,0.0,0.11,0.8991,True,1319.77
227,580.0,607.0,580.5,607.5,0.707,0.09,0.9178,True,1467.28
228,627.0,293.0,627.0,293.0,0.0,0.11,0.9408,True,1806.64
229,192.0,350.0,191.5,350.5,0.707,0.12,0.901,True,2718.65
230,715.0,736.0,715.5,736.5,0.707,0.1,0.928,True,1447.02
231,531.5,347.5,531.0,348.0,0.707,0.085,0.9076,True,2322.89
232,608.5,605.5,608.5,605.5,0.0,0.115,0.9487,True,2755.21
233,600.0,630.0,600.0,630.0,0.0,0.08,0.8716,True,2815.65
234,619.0,609.0,619.0,609.0,0.0,0.1,0.9077,True,2851.03
235,278.5,497.5,279.0,498.0,0.707,0.115,0.9111,True,2791.31
236,470.5,579.5,470.5,579.5,0.0,0.085,0.8996,True,2842.05
237,527.5,206.5,528.0,206.0,0.707,0.105,0.9172,True,2860.66
238,195.5,388.5,195.5,388.5,0.0,0.095,0.9131,True,2733.01
239,190.5,737.5,190.0,737.0,0.707,0.095,0.902,True,2833.53
240,775.5,300.5,776.0,300.0,0.707,0.105,0.9085,True,2740.21
241,226.0,380.0,226.5,379.5,0.707,0.09,0.8753,True,2845.79
242,393.0,653.0,392.5,653.5,0.707,0.09,0.9054,True,3082.09
243,293.5,587.5,294.0,588.0,0.707,0.105,0.9111,True,2944.68
244,514.5,772.5,514.0,773.0,0.707,0.105,0.9103,True,2981.65
245,263.5,631.5,263.0,632.0,0.707,0.105,0.8878,True,2785.28
246,384.0,335.0,384.0,335.0,0.0,0.11,0.9423,True,3170.2
247,484.0,322.0,484.0,322.0,0.0,0.1,0.9025,True,3107.48
248,576.5,268.5,576.5,268.5,0.0,0.095,0.8944,True,3013.85
249,249.0,259.0,249.0,259.0,0.0,0.08,0.8949,True,3156.5
250,688.5,802.5,689.0,803.0,0.707,0.085,0.8927,True,3249.92
251,281.5,705.5,281.5,705.5,0.0,0.105,0.8819,True,3373.12
252,183.0,618.0,182.5,617.5,0.707,0.09,0.8833,True,3338.61
253,523.5,480.5,523.5,480.5,0.0,0.095,0.9375,True,3055.78
254,578.5,455.5,579.0,456.0,0.707,0.115,0.9043,True,2572.48
255,398.0,806.0,398.5,806.5,0.707,0.1,0.9217,True,2973.94
256,731.0,460.0,731.0,460.0,0.0,0.09,0.9445,True,2819.99
257,300.5,194.5,300.5,194.5,0.0,0.105,0.9346,True,2800.98
258,764.0,720.0,764.0,720.0,0.0,0.08,0.8834,True,2812.33
259,256.5,248.5,257.0,249.0,0.707,0.105,0.9232,True,2531.1
260,295.0,803.0,295.0,803.0,0.0,0.1,0.9547,True,2600.14
261,698.5,258.5,698.5,258.5,0.0,0.095,0.9228,True,2943.68
262,734.5,275.5,734.0,275.0,0.707,0.095,0.9088,True,2886.25
263,298.0,746.0,298.0,746.0,0.0,0.12,0.9024,True,1482.92
264,288.5,239.5,289.0,240.0,0.707,0.095,0.9107,True,1553.15
265,207.5,636.5,208.0,637.0,0.707,0.095,0.9093,True,2108.68
266,455.5,349.5,456.0,349.0,0.707,0.095,0.8973,True,1624.96
267,262.5,740.5,262.5,740.5,0.0,0.085,0.9058,True,1520.35
268,284.5,378.5,284.0,378.0,0.707,0.085,0.8962,True,1971.88
269,500.5,526.5,500.5,526.5,0.0,0.085,0.8837,True,3130.51
270,603.5,501.5,603.5,501.5,0.0,0.095,0.9019,True,2993.59
271,757.5,685.5,758.0,685.0,0.707,0.115,0.9048,True,2969.23
272,341.0,385.0,341.5,385.5,0.707,0.11,0.9211,True,3084.73
273,804.0,247.0,804.0,247.0,0.0,0.12,0.8819,True,2984.73
274,399.0,403.0,399.5,403.5,0.707,0.08,0.9042,True,2765.89
275,608.5,562.5,608.0,563.0,0.707,0.095,0.8971,True,2945.64
276,714.5,581.5,714.0,582.0,0.707,0.085,0.9009,True,2938.3
277,401.5,790.5,401.5,790.5,0.0,0.085,0.9368,True,2136.64
278,768.5,593.5,768.0,594.0,0.707,0.115,0.8995,True,1469.77
279,415.0,398.0,414.5,397.5,0.707,0.12,0.9185,True,2268.62
280,787.0,729.0,787.0,729.0,0.0,0.12,0.9444,True,3014.32
281,826.5,771.5,826.5,771.5,0.0,0.085,0.8598,True,1453.12
282,684.5,665.5,684.5,665.5,0.0,0.095,0.9072,True,1464.65
283,758.0,589.0,758.0,589.0,0.0,0.1,0.9417,True,1431.39
284,820.0,333.0,820.0,333.0,0.0,0.09,0.944,True,2654.25
285,372.0,246.0,372.5,246.5,0.707,0.08,0.9058,True,2902.31
286,486.5,781.5,486.5,781.5,0.0,0.115,0.9389,True,2930.99
287,517.0,273.0,517.0,273.0,0.0,0.1,0.9278,True,2916.05
288,828.5,544.5,828.5,544.5,0.0,0.095,0.9443,True,2922.11
289,618.5,259.5,619.0,260.0,0.707,0.095,0.9022,True,3052.65
290,313.5,473.5,314.0,473.0,0.707,0.105,0.9107,True,2758.29
291,618.0,607.0,618.0,607.0,0.0,0.12,0.9513,True,3083.24
292,307.5,457.5,307.0,458.0,0.707,0.095,0.8989,True,2970.47
293,375.0,405.0,375.5,405.5,0.707,0.12,0.9185,True,2803.36
294,270.5,427.5,270.5,427.5,0.0,0.085,0.9088,True,2590.23
295,508.0,667.0,508.0,667.0,0.0,0.08,0.8888,True,2942.93
296,514.5,318.5,515.0,318.0,0.707,0.115,0.916,True,3008.5
297,346.0,581.0,346.5,580.5,0.707,0.1,0.9008,True,2817.4
298,619.0,769.0,619.0,769.0,0.0,0.11,0.9218,True,3035.58
299,180.0,557.0,180.5,556.5,0.707,0.1,0.9114,True,2913.83
300,189.5,316.5,189.5,316.5,0.0,0.105,0.9526,True,2628.36
301,296.5,551.5,297.0,551.0,0.707,0.085,0.8943,True,2658.78
302,659.5,276.5,659.5,276.5,0.0,0.095,0.9027,True,2370.31
303,596.0,346.0,596.0,346.0,0.0,0.11,0.9105,True,2590.15
304,398.0,510.0,398.0,510.0,0.0,0.1,0.9438,True,2609.21
305,208.0,226.0,207.5,225.5,0.707,0.08,0.8897,True,2722.26
306,284.5,721.5,284.5,721.5,0.0,0.105,0.8698,True,2659.26
307,715.0,509.0,715.0,509.0,0.0,0.11,0.9464,True,2847.69
308,669.5,251.5,669.0,251.0,0.707,0.095,0.9045,True,2581.22
309,809.0,472.0,809.0,472.0,0.0,0.1,0.9186,True,2637.5
310,560.0,189.0,559.5,188.5,0.707,0.1,0.8947,True,2708.64
311,341.5,461.5,341.0,462.0,0.707,0.115,0.9323,True,3136.01
312,596.0,806.0,596.0,806.0,0.0,0.12,0.8989,True,2613.03
313,531.5,536.5,531.5,536.5,0.0,0.095,0.9092,True,2741.33
314,259.5,514.5,259.5,514.5,0.0,0.105,0.9164,True,2746.27
315,400.0,256.0,400.5,255.5,0.707,0.1,0.8989,True,2707.44
316,209.0,445.0,209.0,445.0,0.0,0.11,0.9195,True,2810.64
317,354.5,687.5,354.0,688.0,0.707,0.085,0.8933,True,3074.35
318,639.5,823.5,639.5,823.5,0.0,0.115,0.9426,True,3089.5
319,264.5,282.5,265.0,282.0,0.707,0.105,0.89,True,3103.54
320,661.5,689.5,662.0,689.0,0.707,0.105,0.9062,True,3008.09
321,717.0,491.0,717.0,491.0,0.0,0.09,0.9329,True,2873.09
322,410.5,558.5,410.5,558.5,0.0,0.105,0.887,True,2924.99
323,430.0,817.0,430.0,817.0,0.0,0.11,0.9257,True,3000.95
324,545.0,253.0,545.0,253.0,0.0,0.09,0.8781,True,2989.35
325,710.0,612.0,709.5,611.5,0.707,0.09,0.886,True,2579.01
326,644.0,238.0,644.0,238.0,0.0,0.1,0.8862,True,2666.02
327,256.0,523.0,256.0,523.0,0.0,0.12,0.905,True,2709.23
328,496.5,226.5,496.0,226.0,0.707,0.095,0.9231,True,2475.76
329,611.5,224.5,612.0,225.0,0.707,0.105,0.9076,True,2640.0
330,522.0,622.0,521.5,621.5,0.707,0.1,0.8977,True,2748.7
331,557.5,261.5,557.0,262.0,0.707,0.115,0.9272,True,2796.1
332,386.0,452.0,386.0,452.0,0.0,0.11,0.9507,True,2534.85
333,205.5,324.5,205.0,324.0,0.707,0.095,0.9155,True,2610.91
334,526.0,308.0,526.0,308.0,0.0,0.08,0.9347,True,2450.9
335,451.5,630.5,451.0,631.0,0.707,0.115,0.8902,True,2707.06
336,275.5,481.5,275.0,481.0,0.707,0.105,0.8927,True,2760.98
337,331.5,208.5,331.5,208.5,0.0,0.115,0.9158,True,2682.99
338,426.5,199.5,426.5,199.5,0.0,0.095,0.955,True,2600.35
339,640.0,528.0,640.5,528.5,0.707,0.08,0.9024,True,2858.08
340,815.5,616.5,815.5,616.5,0.0,0.105,0.9017,True,2665.94
341,183.0,678.0,182.5,678.5,0.707,0.08,0.9039,True,2844.64
342,611.0,248.0,611.0,248.0,0.0,0.12,0.879,True,2815.56
343,746.0,242.0,746.5,241.5,0.707,0.11,0.9013,True,2636.94
344,490.0,439.0,489.5,438.5,0.707,0.09,0.9048,True,2602.35
345,648.5,240.5,648.5,240.5,0.0,0.115,0.9119,True,2831.4
346,807.0,803.0,807.0,803.0,0.0,0.11,0.9334,True,2866.77
347,214.0,399.0,214.0,399.0,0.0,0.12,0.9496,True,2854.12
348,797.5,469.5,797.5,469.5,0.0,0.105,0.9086,True,2670.79
349,737.5,379.5,738.0,379.0,0.707,0.115,0.9054,True,3204.34
350,413.0,614.0,413.0,614.0,0.0,0.11,0.9196,True,3225.31
351,602.0,664.0,602.0,664.0,0.0,0.11,0.9255,True,1816.24
352,391.5,664.5,391.5,664.5,0.0,0.085,0.8966,True,1677.72
353,216.0,730.0,216.5,730.5,0.707,0.11,0.9183,True,1619.46
354,732.0,355.0,732.0,355.0,0.0,0.08,0.8835,True,1483.27
355,795.0,371.0,795.0,371.0,0.0,0.11,0.9367,True,1472.44
356,623.5,758.5,623.5,758.5,0.0,0.105,0.8804,True,1434.18
357,654.5,773.5,654.5,773.5,0.0,0.085,0.8834,True,1453.18
358,397.5,652.5,397.5,652.5,0.0,0.115,0.9189,True,1430.89
359,423.0,567.0,423.0,567.0,0.0,0.1,0.9122,True,1350.25
360,477.0,777.0,477.0,777.0,0.0,0.12,0.9423,True,1481.19
361,362.5,329.5,363.0,330.0,0.707,0.095,0.8869,True,1409.71
362,201.5,309.5,201.5,309.5,0.0,0.105,0.8913,True,1510.5
363,318.0,589.0,318.5,589.5,0.707,0.12,0.9122,True,1430.11
364,508.5,457.5,508.5,457.5,0.0,0.105,0.8922,True,1520.12
365,369.0,366.0,369.5,366.5,0.707,0.11,0.899,True,1498.4
366,467.5,704.5,467.5,704.5,0.0,0.105,0.928,True,1497.99
367,201.5,521.5,201.5,521.5,0.0,0.105,0.9251,True,1618.0
