sample_id,pred_x,pred_y,gt_x,gt_y,error_px,scale,score,matched,time_ms
30,272.0,219.0,272.5,219.5,0.707,0.09,0.8778,True,1198.67
31,418.5,808.5,419.0,809.0,0.707,0.085,0.8733,True,1190.24
32,735.5,594.5,735.5,594.5,0.0,0.115,0.9045,True,1179.57
33,195.0,508.0,195.0,508.0,0.0,0.09,0.8968,True,1225.15
34,210.5,374.5,210.0,374.0,0.707,0.105,0.9093,True,1197.77
35,659.0,673.0,659.0,673.0,0.0,0.1,0.9087,True,1204.92
36,637.5,673.5,637.5,673.5,0.0,0.115,0.9498,True,1211.14
37,235.0,695.0,235.0,695.0,0.0,0.09,0.8682,True,1208.9
38,581.0,804.0,581.0,804.0,0.0,0.12,0.8936,True,1225.02
39,491.0,556.0,490.5,555.5,0.707,0.11,0.9056,True,1222.57
40,294.0,604.0,294.5,604.5,0.707,0.08,0.8772,True,1257.23
41,397.0,612.0,397.0,612.0,0.0,0.11,0.8955,True,1218.9
42,665.0,704.0,665.0,704.0,0.0,0.11,0.8608,True,1214.9
43,828.5,647.5,828.5,647.5,0.0,0.105,0.895,True,1211.12
44,534.5,218.5,534.5,218.5,0.0,0.085,0.9376,True,1207.04
45,249.5,626.5,249.5,626.5,0.0,0.095,0.9517,True,1168.5
46,283.5,750.5,283.5,750.5,0.0,0.095,0.8918,True,1194.64
47,510.0,321.0,509.5,321.5,0.707,0.09,0.9014,True,1143.27
48,355.5,205.5,355.0,206.0,0.707,0.105,0.8836,True,1144.94
49,304.0,641.0,304.5,641.5,0.707,0.11,0.89,True,1151.75
50,739.0,746.0,738.5,746.5,0.707,0.11,0.9008,True,1158.42
51,297.0,681.0,297.0,681.0,0.0,0.1,0.8743,True,1144.65
52,712.5,819.5,712.5,819.5,0.0,0.095,0.8886,True,1148.0
53,794.5,635.5,794.5,635.5,0.0,0.105,0.8939,True,1150.6
54,310.0,507.0,309.5,507.5,0.707,0.11,0.8928,True,1148.41
55,473.5,742.5,473.5,742.5,0.0,0.085,0.893,True,1145.09
56,663.5,429.5,663.5,429.5,0.0,0.085,0.9008,True,1144.34
57,776.0,571.0,776.0,571.0,0.0,0.09,0.9464,True,1145.76
58,672.5,457.5,672.5,457.5,0.0,0.115,0.8876,True,1146.11
59,511.0,690.0,511.0,690.0,0.0,0.09,0.8802,True,1150.91
60,180.0,589.0,179.5,589.5,0.707,0.1,0.882,True,1148.35
61,683.0,769.0,683.0,769.0,0.0,0.1,0.872,True,1152.45
62,358.0,493.0,358.5,492.5,0.707,0.12,0.9214,True,1151.93
63,589.5,400.5,589.5,400.5,0.0,0.115,0.9422,True,1156.6
64,275.5,517.5,276.0,518.0,0.707,0.085,0.8434,True,1147.22
65,708.0,182.0,708.5,181.5,0.707,0.08,0.8872,True,1147.5
66,678.5,361.5,678.5,361.5,0.0,0.085,0.8828,True,1147.17
67,374.5,589.5,374.5,589.5,0.0,0.105,0.9434,True,1157.45
68,727.5,806.5,728.0,806.0,0.707,0.115,0.9196,True,1148.3
69,497.0,600.0,497.0,600.0,0.0,0.09,0.9456,True,1149.69
70,231.0,789.0,231.0,789.0,0.0,0.1,0.887,True,1148.62
71,172.0,205.0,172.0,205.0,0.0,0.12,0.9111,True,1148.74
72,724.5,385.5,724.5,385.5,0.0,0.115,0.9446,True,1182.39
73,564.5,354.5,564.5,354.5,0.0,0.085,0.873,True,1329.72
74,652.5,266.5,652.5,266.5,0.0,0.095,0.9488,True,1316.54
75,408.0,689.0,408.0,689.0,0.0,0.11,0.9383,True,1212.75
76,784.5,182.5,784.5,182.5,0.0,0.085,0.8673,True,1169.07
77,376.5,686.5,376.5,686.5,0.0,0.085,0.8543,True,1184.29
78,539.5,201.5,539.5,201.5,0.0,0.095,0.8692,True,1178.15
79,817.0,600.0,817.0,600.0,0.0,0.09,0.8435,True,1945.99
80,334.5,612.5,334.5,612.5,0.0,0.085,0.9259,True,2059.91
81,530.5,309.5,530.5,309.5,0.0,0.095,0.9139,True,2145.88
82,250.0,801.0,250.0,801.0,0.0,0.11,0.8978,True,2048.29
83,410.5,560.5,410.5,560.5,0.0,0.105,0.9396,True,2100.81
84,182.0,497.0,182.5,497.5,0.707,0.08,0.873,True,1172.93
85,292.0,604.0,291.5,604.5,0.707,0.1,0.9091,True,1151.24
86,719.0,495.0,719.0,495.0,0.0,0.08,0.8726,True,1914.93
87,653.0,617.0,653.5,617.5,0.707,0.11,0.9145,True,2079.4
88,544.0,806.0,543.5,805.5,0.707,0.09,0.8922,True,2059.36
89,721.5,217.5,721.5,217.5,0.0,0.115,0.8865,True,2059.99
90,282.5,253.5,282.5,253.5,0.0,0.115,0.8903,True,2032.67
91,676.0,358.0,675.5,357.5,0.707,0.11,0.8941,True,2039.8
92,312.5,498.5,312.5,498.5,0.0,0.095,0.8827,True,2086.66
93,646.5,425.5,646.0,425.0,0.707,0.115,0.9057,True,2065.07
94,777.0,788.0,776.5,788.5,0.707,0.09,0.8889,True,2092.89
95,614.0,211.0,613.5,210.5,0.707,0.12,0.9013,True,2039.44
96,504.0,371.0,504.0,371.0,0.0,0.12,0.898,True,2057.21
97,656.5,571.5,657.0,571.0,0.707,0.085,0.8685,True,2042.84
98,555.0,322.0,555.0,322.0,0.0,0.1,0.905,True,2042.48
99,391.0,779.0,391.0,779.0,0.0,0.09,0.8885,True,2050.2
100,627.5,769.5,627.0,769.0,0.707,0.105,0.8875,True,2065.27
